x,y,z,Pixel Trigger Value,Point Type,Time
73.733597,35.000002,-0.9999919908,11,1,20:46:06.267925
73.852923,34.999999,-0.9999919908,7,2,20:46:40.476373
73.793261,35.000001,-1.0447461078,7,3,20:47:00.555959
73.737255,34.999999,-1.0049924508,13,1,20:47:19.496373
73.851636,34.999998,-1.0049924508,9,2,20:47:52.730223
73.794449,35.000001,-1.0424959008,10,3,20:48:11.283080
73.73918,34.999999,-1.0079927268,14,1,20:48:30.594649
73.849124,34.999999,-1.0079927268,10,2,20:49:02.937814
73.794149,34.999998,-1.0432459698,10,3,20:49:21.124476
73.7386,35.069904,-0.9999919908,13,1,20:49:40.301240
73.851057,35.069908,-0.9999919908,10,2,20:50:13.145128
73.794829,35.069909,-1.038345519,9,3,20:50:31.962966
73.741165,35.069899,-1.0049924508,13,1,20:50:51.666179
73.848476,35.069903,-1.0049924508,10,2,20:51:23.481034
73.794819,35.069898,-1.0383955236,9,3,20:51:41.262746
73.739204,35.069906,-1.0079927268,11,1,20:52:00.611840
73.719436,35.069902,-1.0079927268,1,2,20:52:07.172994
73.729317,35.069905,-0.9876908592,2,3,20:52:13.749706
