x,y,z,Pixel Trigger Value,Point Type,Time
43.173051,-9.999999,4.8299943186,8,1,10:59:02.561212
43.172008,-10.000002,4.8299943186,7,1,10:59:04.210593
43.172005,-9.999998,4.8299943186,6,1,10:59:05.860238
43.173101,-9.999999,4.8299943186,8,1,10:59:07.612739
43.173157,-10.000002,4.8299943186,10,1,10:59:09.403053
43.171149,-9.999996,4.8299943186,6,1,10:59:10.908732
43.17316,-10.000001,4.8299943186,8,1,10:59:12.671494
43.173095,-10.000001,4.8299943186,10,1,10:59:14.447151
43.17289,-9.999994,4.8299943186,11,1,10:59:16.197676
43.172032,-10.000003,4.8299943186,7,1,10:59:17.847680
43.172006,-9.999999,4.829944314,6,1,10:59:19.493527
43.171707,-9.999999,4.8299943186,6,1,10:59:21.113179
43.172068,-9.999999,4.8299943186,6,1,10:59:22.766424
43.171998,-10.000005,4.8299943186,6,1,10:59:24.411107
43.17095,-9.999996,4.8299943186,6,1,10:59:25.935525
43.169902,-9.999998,4.8299943186,6,1,10:59:27.318393
43.172011,-9.999998,4.8299943186,7,1,10:59:28.967167
43.171181,-9.999999,4.8299943186,6,1,10:59:30.482643
43.171076,-10.000006,4.8299943186,7,1,10:59:31.984920
43.170952,-10.000005,4.8299943186,6,1,10:59:33.488728
43.17101,-9.999999,4.8299943186,7,1,10:59:35.013147
43.171013,-9.999998,4.8299943186,7,1,10:59:36.529351
43.170946,-9.999997,4.8299943186,6,1,10:59:38.042795
43.172013,-10,4.8299943186,6,1,10:59:39.830933
43.171702,-9.999999,4.8299943186,11,1,10:59:41.439467
43.170148,-9.999999,4.8299943186,7,1,10:59:42.861280
43.170303,-10.000004,4.8299943186,7,1,10:59:44.260633
43.171985,-10.000003,4.8299943186,6,1,10:59:45.867695
43.171022,-9.999997,4.8299943186,8,1,10:59:47.390776
43.170946,-10.000001,4.8299943186,6,1,10:59:48.904158
